ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
20464,Nikolay Nikolayevich Chernetsky,M,21,189,69,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
20484,Lyudmila Alekseyevna Chernova (-Zenina),F,26,168,51,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
20609,Chi (-Reel) Cheng,F,25,175,57,Tunisia,TUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Gold
20880,Silvia Chivs Bar,F,18,160,53,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Gold
20880,Silvia Chivs Bar,F,27,160,53,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
20892,Nadezhda Vladimirovna Chizhova,F,24,177,85,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Shot Put,Gold
20892,Nadezhda Vladimirovna Chizhova,F,27,177,85,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put,Silver
20892,Nadezhda Vladimirovna Chizhova,F,31,170,85,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Bronze
21313,Linford Ecerio Christie,M,29,192,89,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Bronze
21313,Linford Ecerio Christie,M,29,192,89,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
21548,Teresa Barbara Ciepy-Wieczorek,F,27,169,55,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,Bronze
21548,Teresa Barbara Ciepy-Wieczorek,F,27,169,55,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
21550,Hannes Waldemar Cierpinski,M,26,173,57,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,Silver
21550,Hannes Waldemar Cierpinski,M,20,173,54,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Silver
21702,Galina isakovov (-Beskrovnaj),F,27,172,48,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Gold
21881,Ronald William "Ron" Clarke,M,28,186,67,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Gold
22139,Miguelina Cobin Hechavarra,F,27,173,58,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
22207,Sebastian Newbold "Seb" Coe,M,24,178,49,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Bronze
22207,Sebastian Newbold "Seb" Coe,M,24,178,49,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",Silver
22207,Sebastian Newbold "Seb" Coe,M,28,178,49,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Bronze
22207,Sebastian Newbold "Seb" Coe,M,28,178,49,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver
22288,Christeana Cojocaru (-Matei),F,23,175,57,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Gold
22418,Wayne Curtis Collett,M,23,191,79,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,Bronze
22531,Mara Caridad Coln Ruees-Salazar,F,29,172,61,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Silver
22676,Michael Alexander "Mike" Conley,M,22,188,73,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Bronze
22710,Keith Leroy Connor,M,27,189,73,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Gold
22821,Hollis Conway,M,22,186,63,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,Bronze
22850,Garry Peter Cook,M,27,188,67,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
22941,John Hugh Cooper,M,24,191,80,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Bronze
22941,John Hugh Cooper,M,24,191,80,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
23533,Alberto Cova,M,26,179,53,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Silver
23668,Stephen "Steve" Cram,M,24,189,64,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
23711,Hasely Joachim Crawford,M,26,190,85,Romania,ROU,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Silver
23913,Charmaine A. Crooks (-Thorsen),F,22,178,53,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
23963,William Frederick "Bill" Crothers,M,24,186,66,Kenya,KEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,Bronze
24043,Joaquim Carvalho Cruz,M,22,190,69,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Silver
24043,Joaquim Carvalho Cruz,M,26,190,69,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Bronze
24448,Elizabeth Alyse "Betty" Cuthbert,F,27,172,52,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,Silver
24731,Rbson Caetano da Silva,M,25,190,69,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Gold
25111,Maurizio Damilano,M,24,186,65,Cote d'Ivoire,CIV,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Silver
25111,Maurizio Damilano,M,28,186,65,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Gold
25111,Maurizio Damilano,M,32,186,65,Cote d'Ivoire,CIV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,Gold
25157,Ludvk Dank,M,28,196,118,Senegal,SEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,Bronze
25157,Ludvk Dank,M,32,196,118,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Discus Throw,Gold
25157,Ludvk Dank,M,36,196,118,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Silver
25284,Rolf Danneberg,M,32,201,120,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Silver
25284,Rolf Danneberg,M,36,201,120,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,Gold
25546,Wilbur D. "Willie" Davenport,M,38,161,79,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Silver
25546,Wilbur D. "Willie" Davenport,M,34,189,79,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Gold
25631,John Llewellyn Davies,M,27,188,63,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",Gold
25635,Lynn Davies,M,23,188,72,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Silver
25690,Howard Davis,M,22,188,97,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
26509,Joo Carlos de Oliveira,M,23,189,71,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Gold
26509,Joo Carlos de Oliveira,M,27,189,71,Mexico,MEX,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,Gold
27232,Jocelyn Delecour,M,30,178,62,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
27232,Jocelyn Delecour,M,34,178,62,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
27323,Luis Marano Dels Fournier,M,23,188,101,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Gold
27366,William Solon "Bill" Dellinger,M,31,178,57,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Gold
27381,"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,22,,71,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Silver
27610,Leslie Jean Deniz,F,23,173,81,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Discus Throw,Bronze
28124,El Hadji Amadou Dia B,M,30,193,67,Ethiopia,ETH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Bronze
28428,Brian Lee Diemer,M,23,179,59,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
28821,Diane Lynn Dixon (-Trouse),F,20,168,49,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
28821,Diane Lynn Dixon (-Trouse),F,24,168,49,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
28834,Rodney Phillip "Rod" Dixon,M,23,189,65,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",Gold
28959,Norbert Dobeleit,M,25,188,77,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
29214,Svetlana Ivanovna "Esfir" Dolzhenko-Krachevskaya,F,38,176,78,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Bronze
29233,Lutz Dombrowski,M,22,190,82,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,Silver
29394,Yordanka Lyubchova Donkova,F,27,178,62,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,Silver
29496,Gabriella Dorio (-Spigarolo),F,28,171,50,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Silver
29550,Juana Katrin Drre-Heinig,F,27,173,52,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Gold
29655,Ralph Douglas Doubell,M,24,183,60,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Silver
29947,Otis Paul Drayton,M,26,186,68,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Bronze
29947,Otis Paul Drayton,M,26,186,68,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
29958,Heike Gabriela Drechsler (Daute-),F,24,184,63,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Gold
29958,Heike Gabriela Drechsler (Daute-),F,24,184,63,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Gold
29958,Heike Gabriela Drechsler (Daute-),F,24,184,63,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Bronze
29966,Jrg Drehmel,M,28,190,78,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Bronze
30063,Margitta Droese-Pufe (Ludewig-),F,28,183,78,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,Gold
30135,Guy Drut,M,22,195,69,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Bronze
30135,Guy Drut,M,26,,,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Silver
30402,Marian Andrzej Dudziak,M,24,184,76,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
30642,Leszek Ryszard "Lech" Dunecki,M,24,183,68,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
30767,Maryvonne Dupureur (Samson-),F,28,170,46,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Bronze
31122,Satymkul Dzhumanazarov,M,29,171,51,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,Gold
31126,Liudmyla Stanislavivna Dzhyhalova,F,27,181,59,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
31320,"Sheila Ann Echols (-Williams, -Gross)",F,24,168,47,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
31337,Brbel Eckert-Wckel,F,22,177,57,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 200 metres,Silver
31337,Brbel Eckert-Wckel,F,22,177,57,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
31337,Brbel Eckert-Wckel,F,26,177,57,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Silver
31337,Brbel Eckert-Wckel,F,26,177,57,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
31498,Norman Edwards,M,22,188,77,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
31552,Innocent Ejima Egbunike,M,39,177,60,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
31636,Klaus Johannes Ehl,M,24,191,72,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
31652,Anneliese Ehrhardt (Jahns-),F,23,169,53,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Silver
32098,Nawal El-Moutawakel (-Bennis),F,23,165,45,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Silver
32217,Kenth Enar Eldebrink,M,30,177,47,Poland,POL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,Gold
32232,Marlene Elejarde Daz,F,18,175,60,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
32232,Marlene Elejarde Daz,F,35,175,60,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
32352,Peter Elliott,M,26,184,62,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Bronze
32511,Kirsten Emmelmann (Siemon-),F,28,176,58,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
32862,Paul Ereng,M,22,191,64,Tanzania,TAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,Silver
33421,Giovanni Evangelisti,M,23,182,65,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Gold
33438,Dwayne Eugene Evans,M,18,186,133,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,Gold
33457,Lee Edward Evans,M,22,183,,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Silver
33457,Lee Edward Evans,M,22,183,73,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
33507,Daniel Joseph "Danny Joe" Everett,M,22,190,59,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,Gold
33507,Daniel Joseph "Danny Joe" Everett,M,22,190,59,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
33526,Sabine Christine Everts (-Thomaskamp),F,19,172,51,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Gold
33858,"Hildegard Falck (Janze-, -Kimmich)",F,24,176,53,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,Silver
33858,"Hildegard Falck (Janze-, -Kimmich)",F,24,176,53,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
34151,Thomas Francis "Tom" Farrell,M,25,175,59,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,Gold
34418,Oleg Georgiyevich Fedoseyev,M,29,189,77,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,Bronze
34638,Grard Fenouil,M,24,180,67,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
34683,Mable Fergerson (-Winn),F,18,173,55,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
35011,Barbara Ann Ferrell (-Edmonson),F,22,162,47,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,Bronze
35011,Barbara Ann Ferrell (-Edmonson),F,34,162,47,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
35141,Helena Fibingerov (-mdov),F,28,182,83,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Gold
35173,Ellen Fiedler (Neumann-),F,30,177,61,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Gold
35268,Enrique Figuerola Camu,M,27,170,62,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Bronze
35268,Enrique Figuerola Camu,M,31,170,62,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
35644,Benita P. Fitzgerald-Brown (-Mosley),F,24,158,60,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Silver
35851,Debra Lee "Debbie" Flintoff-King,F,29,174,53,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Silver
36039,Marian Foik,M,32,175,64,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
36401,Richard Douglas "Dick" Fosbury,M,22,196,78,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Silver
36415,Brendan Foster,M,29,181,63,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 10,000 metres",Gold
36424,Gregory "Greg" Foster,M,18,193,79,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Bronze
36911,Herman Ronald Frazier,M,20,187,68,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Gold
36911,Herman Ronald Frazier,M,22,187,68,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
36996,"Ronald John ""Ron"" Freeman, III",M,22,186,128,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,Gold
36996,"Ronald John ""Ron"" Freeman, III",M,22,186,77,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
37034,Jrg Freimuth,M,19,195,79,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,Gold
37083,Peter Frenkel,M,34,185,70,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,Silver
37083,Peter Frenkel,M,38,185,70,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 20 kilometres Walk,Gold
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,26,172,66,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Javelin Throw,Silver
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,30,172,66,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Javelin Throw,Silver
38101,Kimberly Ann "Kim" Gallagher,F,21,168,47,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,Bronze
38101,Kimberly Ann "Kim" Gallagher,F,25,168,47,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,Gold
38252,Mohamad Tlili ben Abdallah Gammoudi,M,27,175,55,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Bronze
38252,Mohamad Tlili ben Abdallah Gammoudi,M,31,175,55,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",Silver
38252,Mohamad Tlili ben Abdallah Gammoudi,M,31,175,55,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Gold
38252,Mohamad Tlili ben Abdallah Gammoudi,M,35,175,55,Cuba,CUB,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",Bronze
38373,Diana Gansky (Sachse-),F,25,187,87,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Bronze
38737,Sven Anders Grderud,M,30,189,65,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
38781,France Gareau (-Foudy),F,18,170,54,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
39015,Rodion Aksanovich Gataullin,M,23,192,78,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Bronze
39066,Hartwig Gauder,M,26,189,65,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 50 kilometres Walk,Silver
39066,Hartwig Gauder,M,34,189,65,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Gold
39085,Heide-Elke Gaugel (-Hudak),F,26,170,49,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
39156,Yevgeny Mikhaylovich Gavrilenko,M,26,190,71,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,Gold
39163,Valentin Aleksandrovich Gavrilov,M,23,194,70,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Gold
39472,Paul Louis Marcel Genevay,M,26,177,69,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
39508,Giuseppe Gentile,M,26,193,78,Cote d'Ivoire,CIV,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Gold
40677,Harvey Edward Glance,M,20,176,62,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
40942,Beverley Lanita "Bev" Goddard-Callender,F,24,173,54,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
40942,Beverley Lanita "Bev" Goddard-Callender,F,28,,54,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
41360,Maria Francisca Philomena "Mia" Gommers (-Hoogakkers),F,30,169,48,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 800 metres,Gold
41634,Ral Gonzlez Rodrguez,M,33,178,59,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Bronze
41634,Ral Gonzlez Rodrguez,M,33,178,59,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Silver
41779,Yelena Yegorovna Gorchakova,F,32,170,64,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Gold
42144,Tatyana Gennadyevna Goyshchik (-Nasonova),F,29,168,52,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
42211,"Samuel Louis ""Sam"" Graddy, III",M,21,181,65,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
42211,"Samuel Louis ""Sam"" Graddy, III",M,21,181,65,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
42289,Timothy Joseph Michael "Tim" Graham,M,26,181,60,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
42293,Trevor Graham,M,25,185,66,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
42296,Winthrop Graham,M,23,170,67,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
42662,Charles Edward "Charlie" Greene,M,24,176,64,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Gold
42662,Charles Edward "Charlie" Greene,M,24,176,64,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
42872,Delorez Florence Griffith Joyner,F,25,173,52,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Bronze
42872,Delorez Florence Griffith Joyner,F,29,173,52,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Silver
42872,Delorez Florence Griffith Joyner,F,29,173,93,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Silver
